Campaign,Channel,Date,Impressions,Clicks,Leads,Conversions,Spend,CTR,CPC,CPL,CPA,ConversionRate,LeadRate,Revenue,ROAS,Country,Device,AgeGroup,Gender,AdSet,Creative,UTM_Source,UTM_Medium
Big Weekend Push,LinkedIn,2025-11-03,122313,7236,3103,1553,30069.85,5.92,4.16,9.69,19.36,50.05,42.88,3746762.18,124.6,Singapore,Tablet,25-34,Male,Cold Lookalike,Carousel Ad,linkedin,paid_social
New Year Promo,Facebook,2025-10-28,169178,13995,3848,1630,4287.38,8.27,0.31,1.11,2.63,42.36,27.5,1909967.87,445.49,USA,Tablet,25-34,Female,Website Visitors,Static Image 1,linkedin,organic
Big Weekend Push,Instagram,2025-08-18,66955,1332,521,72,29833.08,1.99,22.4,57.26,414.35,13.82,39.11,109665.08,3.68,Singapore,Mobile,55+,Male,High Intent Segment,Video Creative A,youtube,cpc
Back to School,LinkedIn,2025-10-08,185259,17748,8093,4329,1583.58,9.58,0.09,0.2,0.37,53.49,45.6,13003371.88,8211.38,UK,Desktop,45-54,Other,Retargeting,Video Creative B,facebook,cpc
New Year Promo,YouTube,2025-09-25,142527,11504,2130,347,9032.69,8.07,0.79,4.24,26.03,16.29,18.52,223330.18,24.72,USA,Desktop,55+,Other,Warm Audience,Carousel Ad,facebook,paid_social
Freedom Sale,Facebook,2025-08-22,58583,1705,75,45,19907.87,2.91,11.68,265.44,442.4,60.0,4.4,111125.23,5.58,UAE,Tablet,18-24,Female,Cold Lookalike,Static Image 1,instagram,display
Big Weekend Push,Facebook,2025-10-20,192006,21709,9415,3215,9384.32,11.31,0.43,1.0,2.92,34.15,43.37,11895949.26,1267.64,USA,Mobile,25-34,Male,High Intent Segment,Video Creative B,youtube,paid_social
Freedom Sale,Facebook,2025-10-04,195075,7105,450,151,31985.15,3.64,4.5,71.08,211.82,33.56,6.33,113657.01,3.55,UK,Tablet,25-34,Other,High Intent Segment,Carousel Ad,google,cpc
Diwali Blast Sale,YouTube,2025-11-11,49987,2065,184,36,7076.67,4.13,3.43,38.46,196.57,19.57,8.91,144971.37,20.49,India,Desktop,25-34,Other,Warm Audience,Video Creative A,google,paid_social
Summer Fest,Facebook,2025-09-15,41607,1658,647,119,24424.45,3.98,14.73,37.75,205.25,18.39,39.02,90894.96,3.72,USA,Desktop,18-24,Male,Cold Lookalike,Static Image 1,youtube,organic
Summer Fest,Google Ads,2025-09-09,106987,2218,699,66,10645.98,2.07,4.8,15.23,161.3,9.44,31.51,322945.68,30.33,India,Mobile,45-54,Male,Retargeting,Carousel Ad,facebook,cpc
Diwali Blast Sale,LinkedIn,2025-10-20,54028,4331,1613,430,19941.02,8.02,4.6,12.36,46.37,26.66,37.24,503759.38,25.26,India,Desktop,25-34,Male,App Users,Static Image 2,google,paid_social
Big Weekend Push,LinkedIn,2025-11-04,16215,428,142,65,25096.13,2.64,58.64,176.73,386.09,45.77,33.18,70366.14,2.8,UAE,Mobile,35-44,Male,Warm Audience,Static Image 2,google,cpc
New Year Promo,Facebook,2025-08-29,53494,6152,1847,509,2697.38,11.5,0.44,1.46,5.3,27.56,30.02,1357188.72,503.15,UK,Tablet,55+,Other,High Intent Segment,Video Creative A,instagram,organic
Freedom Sale,LinkedIn,2025-09-20,56037,556,240,91,32302.39,0.99,58.1,134.59,354.97,37.92,43.17,422227.49,13.07,India,Mobile,45-54,Female,Website Visitors,Video Creative B,facebook,paid_social
Freedom Sale,YouTube,2025-11-03,163837,17017,2502,533,25220.74,10.39,1.48,10.08,47.32,21.3,14.7,2647023.71,104.95,USA,Desktop,45-54,Other,App Users,Carousel Ad,linkedin,cpc
Diwali Blast Sale,YouTube,2025-07-25,169238,10288,2295,1165,12599.27,6.08,1.22,5.49,10.81,50.76,22.31,1832616.15,145.45,India,Tablet,55+,Other,App Users,Static Image 2,google,organic
