Campaign name,Ad Set Name,Ad name,Page Name,Ads,Age,Gender,City,Day,Delivery status,Delivery level,Ad Set Name (Duplicate),Attribution setting,Result type,Results,Reach,Impressions,Cost per result,Amount spent (INR),Frequency,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Clicks (all),CPC (all),Conversion rate ranking,Engagement rate ranking,Quality ranking,ThruPlays,Video plays at 25%,Video plays at 50%,Video plays at 75%,Video plays at 95%,Video plays at 100%,Video average play time,Video plays,Cost per 2-second continuous video play,Cost per 3-second video play,Cost per ThruPlay,Cost per Lead,Ad name (Duplicate),Campaign name (Duplicate),Image name,Video name,Reporting starts,Reporting ends
SQL Skills Training,Campaign Performance Set,Ad 15,Analytics Gurukul,Ad 15,32,male,Pune,27-04-2025,delivering,campaign,Campaign Performance Set,7-day click,conversion,14,1097,1885,30.9,460.3,1.26,18,11.72,56.86,6.07,21,6.09,-,Below average,Below average,390,503,411,431,487,170,28.44,1025,3.56,2.91,46.95,39.68,Ad 15,SQL Skills Training,suscipit_promo.png,culpa.mp4,27-04-2025,26-08-2025
Digital Marketing Essentials,Reporting & Insights Set,Ad 5,Analytics Gurukul,Ad 5,39,female,Bengaluru,31-05-2024,delivering,adset,Reporting & Insights Set,7-day click,conversion,38,336,1401,17.28,513.58,2.71,144,2.87,66.51,3.54,381,5.04,Average,Below average,Above average,24,44,69,54,14,27,44.04,101,1.03,3.81,4.42,43.56,Ad 5,Digital Marketing Essentials,quo_promo.png,et.mp4,31-05-2024,25-05-2025
Digital Marketing Essentials,Reporting & Insights Set,Ad 15,Code & Data,Ad 15,39,male,Tirupati,12-02-2025,delivering,ad,Reporting & Insights Set,1-day click,conversion,32,1146,1303,11.01,388.19,0.51,66,3.96,97.12,2.87,106,10.94,Average,-,Average,271,318,297,77,186,48,24.06,376,0.75,1.77,19,28.46,Ad 15,Digital Marketing Essentials,delectus_promo.png,eveniet.mp4,12-02-2025,17-02-2025
Data Analytics Bootcamp,Market Analysis Set,Ad 14,Data Insights Academy,Ad 14,23,female,Hyderabad,12-12-2024,delivering,ad,Market Analysis Set,1-day click,conversion,17,944,2245,33.94,301.97,2.93,35,5.69,64.07,6.52,56,2.79,-,-,Average,65,164,133,93,89,31,41.9,191,4.22,3.44,19.6,23.92,Ad 14,Data Analytics Bootcamp,laboriosam_promo.png,nemo.mp4,12-12-2024,04-06-2025
SQL Skills Training,Customer Success Set,Ad 12,Analytics Gurukul,Ad 12,20,male,Madurai,12-02-2025,delivering,campaign,Customer Success Set,7-day click,conversion,29,851,1158,21.69,422.85,0.65,24,13.85,76.38,4.82,48,4.01,Average,Below average,-,469,644,587,245,226,144,60.06,832,1.38,2.92,36.52,21.9,Ad 12,SQL Skills Training,molestias_promo.png,repudiandae.mp4,12-02-2025,17-10-2025
Full Stack Analytics Program,Content Marketing Set,Ad 2,Analytics Gurukul,Ad 2,26,male,Trivandrum,12-05-2024,not_delivering,adset,Content Marketing Set,7-day click or 1-day view,conversion,37,326,2035,29.15,654.84,1.56,128,2.1,82.22,6.93,186,0.5,Below average,Below average,Above average,75,115,87,32,64,22,63.62,135,4.62,2.15,49.83,25.32,Ad 2,Full Stack Analytics Program,nihil_promo.png,aut.mp4,12-05-2024,29-05-2025
Full Stack Analytics Program,Referral Program Set,Ad 14,SkillUp Learning,Ad 14,36,female,Tirupati,19-07-2024,delivering,adset,Referral Program Set,7-day click,conversion,29,995,2781,15.68,685.66,2.05,37,11.96,92.14,3.96,112,4.24,-,Average,Above average,94,149,219,95,110,20,17.84,300,0.69,3.16,41.58,33.26,Ad 14,Full Stack Analytics Program,iste_promo.png,minus.mp4,19-07-2024,17-08-2025
Python for Beginners,Video Ads Set,Ad 14,Code & Data,Ad 14,23,male,Coimbatore,26-07-2025,not_delivering,campaign,Video Ads Set,7-day click,conversion,30,999,2525,48.17,116.09,1.8,24,6.73,76.71,4.85,52,9.44,Above average,-,Above average,48,86,62,39,47,50,72.8,173,1.41,3.08,40.77,26.3,Ad 14,Python for Beginners,debitis_promo.png,alias.mp4,26-07-2025,05-10-2025
Python for Beginners,Paid Media Set,Ad 3,Data Insights Academy,Ad 3,45,male,Delhi,01-02-2025,not_delivering,campaign,Paid Media Set,7-day click or 1-day view,conversion,16,603,1405,9.31,779.68,1.36,44,1.44,73.61,1.19,103,11.84,-,-,Above average,114,79,129,39,54,41,117.31,188,2.63,0.95,2.61,39.48,Ad 3,Python for Beginners,similique_promo.png,accusamus.mp4,01-02-2025,27-10-2025
Business Analytics Certification,Social Media Ads Set,Ad 14,SkillUp Learning,Ad 14,38,male,Chennai,07-04-2025,not_delivering,ad,Social Media Ads Set,1-day click,conversion,17,652,1172,43.76,384.14,1.85,20,14.62,98.73,3.17,50,9.5,Average,Below average,-,172,198,155,206,55,25,54.35,346,3.42,4.6,18.63,24.18,Ad 14,Business Analytics Certification,culpa_promo.png,sapiente.mp4,07-04-2025,07-10-2025
Advanced Excel Workshop,Power BI Set,Ad 4,Data Insights Academy,Ad 4,34,male,Coimbatore,04-05-2024,delivering,campaign,Power BI Set,7-day click,conversion,10,1145,2808,44.89,717.68,2.72,27,12.45,76.84,1.1,31,7.79,-,Above average,Above average,638,518,680,632,211,214,54.68,984,0.67,3.7,38.45,35.72,Ad 4,Advanced Excel Workshop,nesciunt_promo.png,quasi.mp4,04-05-2024,16-09-2025
AI & ML Foundations,Loyalty Program Set,Ad 1,Code & Data,Ad 1,45,female,Coimbatore,29-05-2025,delivering,adset,Loyalty Program Set,7-day click,conversion,15,756,1767,26.16,540.52,2.1,72,12.04,71.74,2.15,213,5.75,Average,Average,Average,33,86,46,29,28,39,46.83,133,3.36,2.01,45.71,22.5,Ad 1,AI & ML Foundations,pariatur_promo.png,facere.mp4,29-05-2025,24-10-2025
SQL Skills Training,Video Ads Set,Ad 13,Code & Data,Ad 13,43,male,Pune,30-07-2025,not_delivering,campaign,Video Ads Set,1-day click,conversion,2,372,441,9.04,404.04,0.58,13,2.55,64.4,4.84,36,10.02,Below average,-,Below average,61,148,99,150,58,26,14.92,291,2.33,3.16,8.56,46.94,Ad 13,SQL Skills Training,hic_promo.png,quae.mp4,30-07-2025,23-10-2025
AI & ML Foundations,Data Visualization Set,Ad 14,Analytics Gurukul,Ad 14,26,male,Madurai,21-12-2024,not_delivering,adset,Data Visualization Set,7-day click,conversion,29,247,1506,30.37,88.1,1.84,24,2.86,94.14,2.26,70,11.37,Below average,Average,Average,60,78,141,89,79,11,45.95,189,2.35,0.7,27.25,32.39,Ad 14,AI & ML Foundations,doloremque_promo.png,necessitatibus.mp4,21-12-2024,19-10-2025
Power BI Mastery,Sales Funnel Set,Ad 9,Analytics Gurukul,Ad 9,40,male,Pune,16-10-2024,not_delivering,ad,Sales Funnel Set,1-day click,conversion,37,699,1367,21.84,599.03,2.03,90,13.14,51.12,2.51,271,13.63,-,Above average,Above average,162,255,222,194,182,51,119.66,404,3.29,2.76,24.03,33.39,Ad 9,Power BI Mastery,velit_promo.png,delectus.mp4,16-10-2024,17-05-2025
Full Stack Analytics Program,Email Campaign Set,Ad 6,Code & Data,Ad 6,36,male,Madurai,13-08-2025,delivering,ad,Email Campaign Set,7-day click,conversion,38,723,926,25.14,510.11,1.1,91,7.64,61.31,0.53,251,6.23,-,-,Average,352,546,253,237,201,141,110.93,660,3.03,3.89,9.25,46.42,Ad 6,Full Stack Analytics Program,laboriosam_promo.png,aliquid.mp4,13-08-2025,07-09-2025
Python Data Science Track,Video Ads Set,Ad 1,SkillUp Learning,Ad 1,30,male,Bengaluru,06-05-2024,not_delivering,adset,Video Ads Set,1-day click,conversion,24,869,1697,35.63,83.02,2.27,14,9.76,81.42,1.72,33,11.89,Above average,Below average,Average,147,128,103,139,61,36,18.09,263,1.32,4.67,1.6,36.21,Ad 1,Python Data Science Track,id_promo.png,cupiditate.mp4,06-05-2024,21-01-2025
SQL Skills Training,Engagement Set,Ad 4,SkillUp Learning,Ad 4,42,male,Pune,15-09-2025,delivering,campaign,Engagement Set,1-day click,conversion,35,107,359,47.98,505.17,1.38,48,2.44,74.5,2.93,63,10.21,Above average,Average,Average,19,27,12,14,4,8,89.02,39,4.65,4.55,20.48,45.95,Ad 4,SQL Skills Training,odit_promo.png,sit.mp4,15-09-2025,26-10-2025
Data Analytics Bootcamp,Lead Gen Set,Ad 13,Data Insights Academy,Ad 13,18,male,Trivandrum,12-03-2025,not_delivering,campaign,Lead Gen Set,7-day click or 1-day view,conversion,1,398,424,8.19,214.18,0.56,6,11,96.71,4.42,16,2.94,Below average,-,Above average,227,246,247,127,66,66,102.49,391,1.92,2.41,22.61,27.36,Ad 13,Data Analytics Bootcamp,ab_promo.png,recusandae.mp4,12-03-2025,28-07-2025
Python for Beginners,Digital Marketing Set,Ad 11,SkillUp Learning,Ad 11,40,female,Hyderabad,12-02-2025,not_delivering,ad,Digital Marketing Set,7-day click or 1-day view,conversion,22,539,1730,40.3,751.86,0.99,106,3.67,76.08,2.74,194,1.71,Below average,-,Average,148,359,179,263,136,92,97.29,413,3.77,2.23,13.99,29.42,Ad 11,Python for Beginners,tempora_promo.png,culpa.mp4,12-02-2025,19-07-2025
Business Analytics Certification,AI Solutions Set,Ad 10,SkillUp Learning,Ad 10,39,male,Coimbatore,23-04-2024,not_delivering,ad,AI Solutions Set,7-day click,conversion,32,827,2401,43.76,301.31,1.13,151,10.95,68.24,5.96,424,12.33,Below average,Average,Average,504,615,551,302,336,52,19.95,777,3.3,4.23,32.6,34.43,Ad 10,Business Analytics Certification,delectus_promo.png,adipisci.mp4,23-04-2024,16-11-2024
AI & ML Foundations,Data Visualization Set,Ad 6,SkillUp Learning,Ad 6,44,male,Mumbai,27-07-2025,delivering,adset,Data Visualization Set,1-day click,conversion,34,1180,2553,43.64,416.35,0.85,39,1.51,98.18,2.29,53,2.16,Above average,Below average,Average,477,648,584,691,329,181,92.18,991,1.93,3.52,30.91,33.37,Ad 6,AI & ML Foundations,rem_promo.png,quasi.mp4,27-07-2025,03-10-2025
Python Data Science Track,Webinar Promotion Set,Ad 6,SkillUp Learning,Ad 6,44,female,Mysuru,08-01-2025,not_delivering,campaign,Webinar Promotion Set,7-day click,conversion,10,711,802,14.59,495.12,1.62,6,9.8,73.32,1.39,20,13.35,Average,-,Above average,124,301,238,186,136,65,17.93,370,3.86,0.67,40.89,39.92,Ad 6,Python Data Science Track,soluta_promo.png,tempora.mp4,08-01-2025,01-05-2025
Python Data Science Track,Digital Marketing Set,Ad 7,Code & Data,Ad 7,17,female,Trivandrum,07-06-2024,delivering,adset,Digital Marketing Set,7-day click,conversion,36,304,557,15.22,66.41,1.34,117,6.68,81.85,3.31,319,13.58,Above average,-,Average,129,113,185,161,121,16,20.84,269,3.88,3.13,46.09,28.64,Ad 7,Python Data Science Track,impedit_promo.png,officiis.mp4,07-06-2024,22-06-2025
Python Data Science Track,Sales Funnel Set,Ad 12,Code & Data,Ad 12,44,female,Tirupati,29-04-2025,delivering,ad,Sales Funnel Set,1-day click,conversion,10,129,168,43.43,448.79,1.56,36,3.77,63.96,6.32,75,0.83,Above average,Below average,Above average,28,68,41,60,26,15,105.11,107,3.1,2.63,4.5,23.34,Ad 12,Python Data Science Track,vel_promo.png,adipisci.mp4,29-04-2025,28-05-2025
Data Analytics Bootcamp,Paid Media Set,Ad 6,Analytics Gurukul,Ad 6,25,female,Pune,16-04-2024,not_delivering,campaign,Paid Media Set,7-day click or 1-day view,conversion,10,1014,2598,37.25,452.66,1.74,40,2.79,84.71,4.83,52,14.01,-,Below average,Average,249,294,305,91,51,90,60.98,392,0.63,3.11,38.62,45.83,Ad 6,Data Analytics Bootcamp,earum_promo.png,autem.mp4,16-04-2024,19-01-2025
Full Stack Analytics Program,Landing Page Optimization Set,Ad 6,SkillUp Learning,Ad 6,43,female,Hyderabad,20-06-2025,not_delivering,campaign,Landing Page Optimization Set,7-day click or 1-day view,conversion,37,300,2007,4.06,477.69,2.66,65,5.06,75.24,2.47,187,5.53,Below average,-,Above average,162,134,69,65,41,29,68.53,221,3.29,1.51,34.99,46.33,Ad 6,Full Stack Analytics Program,dolorum_promo.png,unde.mp4,20-06-2025,23-06-2025
AI & ML Foundations,Paid Media Set,Ad 6,Data Insights Academy,Ad 6,30,female,Chennai,23-08-2025,not_delivering,campaign,Paid Media Set,7-day click or 1-day view,conversion,6,1041,2550,45.82,300.35,1.6,37,7.08,60.42,3.1,64,2.88,Average,-,-,599,427,340,343,307,78,74.79,983,3.33,2.91,48.8,36.65,Ad 6,AI & ML Foundations,similique_promo.png,iste.mp4,23-08-2025,07-10-2025
Advanced Excel Workshop,Retention Program Set,Ad 9,SkillUp Learning,Ad 9,40,female,Mumbai,23-08-2025,delivering,campaign,Retention Program Set,1-day click,conversion,28,221,943,37.12,202.24,2.95,93,13.48,99.79,5.86,227,6.93,Above average,Above average,Average,100,60,115,99,30,38,100.7,146,4.75,4.09,2.52,40.53,Ad 9,Advanced Excel Workshop,asperiores_promo.png,animi.mp4,23-08-2025,10-10-2025
Python for Beginners,Python Analytics Set,Ad 15,SkillUp Learning,Ad 15,34,female,Chennai,19-12-2024,not_delivering,campaign,Python Analytics Set,1-day click,conversion,13,496,2154,12.48,193.81,2.2,70,4.6,83.49,0.58,97,12.61,Below average,Average,-,192,226,211,95,38,26,32.12,357,1.83,1.02,15.05,46.95,Ad 15,Python for Beginners,in_promo.png,omnis.mp4,19-12-2024,24-06-2025
Python for Beginners,Customer Success Set,Ad 7,Data Insights Academy,Ad 7,29,female,Bengaluru,16-03-2025,delivering,adset,Customer Success Set,1-day click,conversion,31,822,2493,17.33,198.59,2.11,96,11.27,78.61,6.59,230,13.3,Below average,-,-,391,385,429,155,277,49,87.27,614,4.64,1.08,23.4,36.58,Ad 7,Python for Beginners,vitae_promo.png,sed.mp4,16-03-2025,03-10-2025
Python Data Science Track,Webinar Promotion Set,Ad 6,SkillUp Learning,Ad 6,45,female,Coimbatore,31-05-2024,not_delivering,adset,Webinar Promotion Set,7-day click,conversion,9,503,952,27.6,150.71,2.91,17,14.6,55.66,1.94,24,14.93,Average,Above average,-,136,120,183,200,142,15,40.11,300,2.84,1.88,46.2,35.97,Ad 6,Python Data Science Track,soluta_promo.png,debitis.mp4,31-05-2024,10-09-2024
SQL Skills Training,Lead Gen Set,Ad 13,SkillUp Learning,Ad 13,29,male,Kochi,18-01-2025,not_delivering,campaign,Lead Gen Set,7-day click or 1-day view,conversion,21,969,2490,18.3,133.95,1.81,92,10.43,52.06,6.87,115,14.1,-,Below average,-,20,14,8,11,11,1,74.57,27,3.19,0.95,20.55,45.17,Ad 13,SQL Skills Training,animi_promo.png,nisi.mp4,18-01-2025,16-08-2025
Full Stack Analytics Program,Paid Media Set,Ad 1,SkillUp Learning,Ad 1,24,female,Visakhapatnam,07-04-2025,delivering,ad,Paid Media Set,7-day click or 1-day view,conversion,17,582,1687,10.83,90,2.3,67,9.7,86.23,2.95,78,3.15,Below average,Above average,Average,174,180,134,203,150,73,32.59,376,3.87,4.18,17.88,35.14,Ad 1,Full Stack Analytics Program,sed_promo.png,nobis.mp4,07-04-2025,28-06-2025
Business Analytics Certification,Customer Onboarding Set,Ad 9,Code & Data,Ad 9,41,female,Kochi,28-07-2024,delivering,ad,Customer Onboarding Set,1-day click,conversion,4,790,2484,36.77,758.31,1.13,24,14.43,94.83,1.85,52,6.11,Average,Below average,Average,154,186,212,188,41,72,12.65,307,3.63,0.97,39.24,42.32,Ad 9,Business Analytics Certification,ea_promo.png,amet.mp4,28-07-2024,19-11-2024
AI & ML Foundations,Webinar Promotion Set,Ad 3,SkillUp Learning,Ad 3,42,female,Pune,18-12-2024,delivering,ad,Webinar Promotion Set,7-day click,conversion,3,682,2245,25.73,330.12,2.4,17,13.68,71.99,5.69,45,7.95,-,Average,-,123,194,352,223,45,39,91.56,443,3.81,4.38,24.15,33,Ad 3,AI & ML Foundations,recusandae_promo.png,tempora.mp4,18-12-2024,06-03-2025
Data Analytics Bootcamp,Customer Success Set,Ad 4,SkillUp Learning,Ad 4,35,female,Ahmedabad,02-06-2025,delivering,ad,Customer Success Set,7-day click,conversion,1,374,1074,16.09,724.27,2.88,7,10.94,95.81,4.16,21,1.56,Above average,Below average,Above average,96,91,59,69,49,16,105.09,143,1.44,3.72,35.25,36.94,Ad 4,Data Analytics Bootcamp,vel_promo.png,soluta.mp4,02-06-2025,23-06-2025
Business Analytics Certification,Cross-sell Campaign Set,Ad 4,SkillUp Learning,Ad 4,21,female,Mumbai,10-08-2025,not_delivering,campaign,Cross-sell Campaign Set,7-day click,conversion,25,916,2281,39.37,532.1,1.52,72,5.4,74.06,6.82,201,3.03,Above average,Below average,Above average,65,134,177,156,27,47,102.1,270,4.71,1.48,14.85,27.73,Ad 4,Business Analytics Certification,dolore_promo.png,porro.mp4,10-08-2025,22-08-2025
Business Analytics Certification,Reporting & Insights Set,Ad 13,Data Insights Academy,Ad 13,28,male,Madurai,30-04-2024,delivering,campaign,Reporting & Insights Set,7-day click,conversion,26,356,372,48.97,515.57,2.48,25,2.89,75.85,5.76,28,6.68,Above average,Average,Average,34,74,56,17,25,9,23.15,86,0.97,0.58,38.89,47.67,Ad 13,Business Analytics Certification,suscipit_promo.png,illo.mp4,30-04-2024,21-06-2025
Power BI Mastery,Reporting & Insights Set,Ad 14,Data Insights Academy,Ad 14,28,male,Delhi,11-09-2025,delivering,campaign,Reporting & Insights Set,7-day click or 1-day view,conversion,34,1012,1089,39.02,788.16,1.18,46,5.7,70.26,2.17,59,14.45,Average,Above average,Average,436,298,270,265,229,28,33.25,552,2.27,4.08,21.01,31.31,Ad 14,Power BI Mastery,doloribus_promo.png,quidem.mp4,11-09-2025,11-10-2025
Advanced Excel Workshop,Video Ads Set,Ad 13,Code & Data,Ad 13,28,female,Delhi,20-04-2024,not_delivering,adset,Video Ads Set,1-day click,conversion,17,541,1800,22.86,647.57,1.29,54,4.45,88.01,5.53,97,1.73,Average,-,Above average,44,156,100,55,84,20,60.79,180,4.98,3.01,26.16,45.47,Ad 13,Advanced Excel Workshop,molestias_promo.png,amet.mp4,20-04-2024,16-03-2025
Python for Beginners,Content Marketing Set,Ad 5,Data Insights Academy,Ad 5,41,male,Ahmedabad,30-01-2025,delivering,ad,Content Marketing Set,1-day click,conversion,0,770,2369,42.16,298.94,2.48,6,9.22,94.59,1.16,9,10.58,Below average,Above average,-,143,249,158,192,190,108,52.6,509,4.63,3.01,14.63,20.66,Ad 5,Python for Beginners,cupiditate_promo.png,commodi.mp4,30-01-2025,12-04-2025
Advanced Excel Workshop,Customer Onboarding Set,Ad 4,Code & Data,Ad 4,21,male,Pune,06-07-2025,delivering,adset,Customer Onboarding Set,1-day click,conversion,19,912,1333,24.08,632.27,0.72,38,1.6,83.34,0.63,91,3.77,Above average,Above average,Average,137,203,221,280,191,87,86.53,407,3.48,2.01,3.01,46.57,Ad 4,Advanced Excel Workshop,reiciendis_promo.png,distinctio.mp4,06-07-2025,07-09-2025
Digital Marketing Essentials,Social Media Ads Set,Ad 10,Code & Data,Ad 10,24,male,Visakhapatnam,16-05-2024,not_delivering,ad,Social Media Ads Set,1-day click,conversion,17,508,2270,44,149.1,1.22,74,5.41,95.35,4.9,114,8.05,Average,Above average,Below average,191,241,246,152,78,57,99.7,320,3.72,2.33,4.33,44.04,Ad 10,Digital Marketing Essentials,excepturi_promo.png,voluptas.mp4,16-05-2024,27-01-2025
SQL Skills Training,Branding Set,Ad 7,Analytics Gurukul,Ad 7,36,male,Trivandrum,15-06-2025,delivering,ad,Branding Set,7-day click,conversion,7,895,1862,46.73,363.38,1.27,9,6.69,70.79,1.73,21,2.49,Below average,Average,Below average,28,24,36,34,9,3,98.54,54,1.96,1.75,20.25,23.29,Ad 7,SQL Skills Training,quis_promo.png,corporis.mp4,15-06-2025,19-09-2025
Digital Marketing Essentials,Upsell Campaign Set,Ad 13,Data Insights Academy,Ad 13,29,male,Kochi,23-06-2025,delivering,ad,Upsell Campaign Set,1-day click,conversion,30,1043,2368,17.35,149.48,2.56,101,14.34,97.43,6.55,125,12.11,Average,Below average,Below average,265,523,645,431,350,237,55.4,838,1.22,2.07,21.32,49.73,Ad 13,Digital Marketing Essentials,alias_promo.png,voluptatem.mp4,23-06-2025,21-09-2025
Python Data Science Track,Customer Feedback Set,Ad 14,Code & Data,Ad 14,42,male,Trivandrum,01-12-2024,delivering,adset,Customer Feedback Set,7-day click,conversion,32,463,865,20.44,95.51,0.51,89,3.38,91.25,4.49,93,13.17,-,Above average,Above average,218,177,253,240,93,26,79.22,407,3.74,3.98,37.84,27.62,Ad 14,Python Data Science Track,consequatur_promo.png,animi.mp4,01-12-2024,01-03-2025
Python Data Science Track,Growth Hacking Set,Ad 1,SkillUp Learning,Ad 1,30,female,Chennai,21-04-2025,delivering,adset,Growth Hacking Set,1-day click,conversion,32,1061,2632,33.44,505.62,2.73,130,4.56,84.06,3.49,240,0.93,-,-,Average,293,531,316,498,90,152,29.53,815,2.75,0.71,34.09,36.86,Ad 1,Python Data Science Track,consectetur_promo.png,porro.mp4,21-04-2025,06-05-2025
SQL Skills Training,Cross-sell Campaign Set,Ad 12,Code & Data,Ad 12,20,female,Hyderabad,13-02-2025,not_delivering,adset,Cross-sell Campaign Set,7-day click,conversion,40,135,523,11.5,629.48,2.18,162,6.24,78.25,3.18,301,12.8,Below average,Below average,Above average,31,47,41,31,26,19,102.12,70,2.54,0.73,36.85,30.21,Ad 12,SQL Skills Training,nesciunt_promo.png,neque.mp4,13-02-2025,27-05-2025
Full Stack Analytics Program,Branding Set,Ad 6,Code & Data,Ad 6,26,female,Visakhapatnam,24-09-2025,not_delivering,adset,Branding Set,7-day click or 1-day view,conversion,19,1199,1853,34.3,284,2.86,13,5.87,57.85,0.74,39,7.83,Average,Average,Below average,538,712,511,459,580,65,113.88,1181,1.35,4.55,40.09,43.8,Ad 6,Full Stack Analytics Program,voluptas_promo.png,blanditiis.mp4,24-09-2025,24-09-2025
Full Stack Analytics Program,Upsell Campaign Set,Ad 4,SkillUp Learning,Ad 4,43,female,Ahmedabad,30-04-2025,not_delivering,adset,Upsell Campaign Set,7-day click or 1-day view,conversion,35,563,1387,13.94,362.91,1.13,117,10.21,92.09,5.86,216,12.2,Below average,-,Average,129,112,81,109,65,20,116.02,221,2.4,3.26,40.36,34.58,Ad 4,Full Stack Analytics Program,natus_promo.png,qui.mp4,30-04-2025,11-09-2025
Data Analytics Bootcamp,Campaign Performance Set,Ad 1,Data Insights Academy,Ad 1,18,male,Madurai,02-04-2024,not_delivering,adset,Campaign Performance Set,7-day click or 1-day view,conversion,30,360,1944,45.16,407.31,1.63,54,8.59,68.19,6.12,76,0.61,Above average,Above average,Average,134,166,80,58,40,33,76.5,212,3.1,1.54,31.91,38.86,Ad 1,Data Analytics Bootcamp,libero_promo.png,asperiores.mp4,02-04-2024,30-08-2025
Business Analytics Certification,Excel Mastery Set,Ad 11,Data Insights Academy,Ad 11,38,male,Chennai,06-04-2024,not_delivering,adset,Excel Mastery Set,1-day click,conversion,6,409,923,12.39,326.09,0.9,17,9.73,83.69,6.43,24,8.01,Average,-,Above average,113,211,286,242,85,33,25.21,379,1,4.91,20.66,25.86,Ad 11,Business Analytics Certification,accusantium_promo.png,voluptatem.mp4,06-04-2024,10-07-2025
Data Analytics Bootcamp,Loyalty Program Set,Ad 12,SkillUp Learning,Ad 12,44,female,Pune,08-05-2025,delivering,adset,Loyalty Program Set,7-day click,conversion,21,1122,2816,17.78,156.36,2.72,59,2.92,78.59,5.63,92,11.65,Above average,-,Average,59,189,180,110,105,18,88.69,243,1.21,0.61,42.99,41.83,Ad 12,Data Analytics Bootcamp,tempora_promo.png,corporis.mp4,08-05-2025,20-09-2025
