driver_id,trip_id,overspeed_events,harsh_brake_events,rapid_accel_events,idling_minutes,night_driving_minutes,distraction_score,safety_score,seatbelt_violation_count,camera_distraction_alerts,sharp_turn_events,avg_following_distance_meters,traffic_signal_violations,fatigue_alerts,driving_hours_this_week,eco_score,risk_category
DR_273,TRIP_4874,7,6,5,31,21,0.55,71,1,0,2,30.78,4,0,58,83.68,Medium
DR_192,TRIP_4875,3,7,6,10,97,0.61,79,3,4,4,19.52,3,0,42,69.05,High
DR_244,TRIP_4876,10,1,4,2,89,0.11,79,2,5,1,30.54,0,2,47,61.79,High
DR_29,TRIP_4877,1,1,5,20,1,0.48,88,3,0,3,39.88,4,2,31,62.0,Medium
DR_288,TRIP_4878,5,4,5,4,102,0.59,82,1,1,5,22.43,0,2,18,87.7,Medium
DR_270,TRIP_4879,9,6,1,31,31,0.25,72,2,0,6,29.01,1,2,55,60.27,Medium
DR_124,TRIP_4880,7,2,5,1,113,0.72,82,1,5,6,12.09,0,2,36,84.1,Low
DR_166,TRIP_4881,8,0,0,28,71,0.24,83,2,1,5,7.37,0,1,17,77.46,High
DR_299,TRIP_4882,7,7,0,18,46,0.42,78,2,1,1,7.58,0,3,17,52.97,Medium
DR_75,TRIP_4883,7,4,0,6,1,0.9,84,1,2,2,8.83,2,1,37,69.38,Low
DR_206,TRIP_4884,3,1,3,7,42,0.9,90,2,5,0,22.21,0,3,31,50.46,Medium
DR_196,TRIP_4885,3,8,2,40,71,0.87,76,1,5,0,37.44,2,3,47,89.26,High
DR_295,TRIP_4886,8,4,0,2,35,0.59,83,2,4,5,26.78,1,1,18,63.24,Low
DR_67,TRIP_4887,6,0,3,8,79,0.16,87,2,3,0,21.41,1,3,21,81.55,High
DR_114,TRIP_4888,10,5,1,27,117,0.69,73,1,4,2,29.8,3,2,53,67.24,High
DR_94,TRIP_4889,7,4,4,30,4,0.6,75,0,5,0,7.09,0,2,32,83.99,High
DR_274,TRIP_4890,1,5,3,10,104,0.42,88,0,4,3,19.97,4,1,54,54.76,Medium
DR_267,TRIP_4891,0,4,5,17,109,0.73,87,1,0,4,14.66,1,2,41,50.53,Low
DR_181,TRIP_4892,9,6,1,7,99,0.21,77,0,1,4,20.48,0,0,37,68.32,Medium
DR_46,TRIP_4893,10,4,0,3,68,0.65,80,2,1,2,14.4,0,1,67,58.14,High
DR_181,TRIP_4894,10,2,0,1,63,0.55,83,2,5,3,6.67,1,2,64,65.61,High
DR_128,TRIP_4895,6,6,3,18,46,0.56,77,3,2,2,26.15,0,2,25,54.19,Medium
DR_131,TRIP_4896,4,6,6,0,83,0.17,81,3,4,1,23.61,3,3,20,86.0,High
DR_50,TRIP_4897,5,6,3,34,49,0.83,76,0,1,1,15.93,3,1,39,76.27,Low
DR_97,TRIP_4898,1,5,0,15,22,0.46,90,3,5,0,12.04,3,2,33,61.19,High
DR_253,TRIP_4899,4,1,5,34,55,0.79,81,2,5,1,26.95,3,2,22,97.7,Medium
DR_257,TRIP_4900,9,2,2,0,109,0.8,82,3,5,2,10.76,4,1,26,97.18,Medium
DR_208,TRIP_4901,8,4,4,35,90,0.77,72,0,2,3,31.01,2,2,36,50.13,Medium
DR_135,TRIP_4902,3,0,3,0,90,0.5,93,3,4,5,8.16,1,0,28,62.69,Low
DR_12,TRIP_4903,1,7,5,0,33,0.74,85,2,3,4,18.73,1,3,56,82.81,Medium
DR_273,TRIP_4904,5,6,2,4,41,0.64,83,3,1,6,11.32,2,1,38,76.38,Medium
DR_68,TRIP_4905,7,5,4,37,116,0.16,72,0,5,5,8.83,4,1,36,79.91,High
DR_261,TRIP_4906,6,4,5,36,59,0.34,74,0,2,3,16.21,2,3,30,76.85,Low
DR_290,TRIP_4907,10,3,2,4,39,0.23,79,1,4,3,34.18,3,0,11,79.88,High
DR_35,TRIP_4908,9,6,6,1,31,0.54,73,0,1,5,34.52,2,3,55,70.55,Medium
DR_294,TRIP_4909,6,2,1,24,96,0.87,83,1,5,4,30.89,2,1,35,62.7,Medium
DR_66,TRIP_4910,2,4,3,6,4,0.71,88,2,5,4,34.7,4,1,46,69.19,Medium
DR_95,TRIP_4911,7,5,4,18,67,0.8,76,1,4,5,12.42,4,0,12,81.1,Medium
DR_118,TRIP_4912,6,5,2,30,17,0.42,77,1,1,5,21.54,4,1,32,72.65,Low
DR_198,TRIP_4913,7,2,0,24,80,0.26,83,3,4,3,28.43,3,3,43,92.34,High
DR_125,TRIP_4914,1,3,6,38,21,0.32,81,0,5,6,6.87,1,0,16,99.18,Low
DR_246,TRIP_4915,2,0,3,28,36,0.5,89,2,2,2,12.1,3,3,54,68.34,Low
DR_54,TRIP_4916,8,0,6,20,86,0.36,78,2,0,5,20.76,0,0,32,76.73,Medium
DR_191,TRIP_4917,10,1,5,3,43,0.25,78,0,1,6,9.02,0,2,35,66.71,Low
DR_265,TRIP_4918,3,2,3,21,6,0.24,86,1,1,6,30.77,4,1,52,99.42,High
DR_230,TRIP_4919,8,7,1,20,39,0.81,75,1,2,4,12.7,2,0,22,71.54,Low
DR_27,TRIP_4920,1,3,3,28,117,0.42,86,3,3,2,13.91,0,0,17,92.6,High
DR_188,TRIP_4921,5,3,0,7,118,0.65,88,1,5,4,32.83,4,1,15,58.48,High
DR_65,TRIP_4922,0,7,5,16,45,0.64,83,2,1,3,21.53,1,3,44,99.6,Low
DR_111,TRIP_4923,1,6,1,7,87,0.25,89,2,5,5,37.75,2,2,61,87.86,High
DR_142,TRIP_4924,4,6,2,33,14,0.76,78,0,4,5,12.29,3,3,12,85.3,Medium
DR_119,TRIP_4925,5,3,4,5,29,0.32,84,2,2,2,14.01,1,3,33,85.38,Medium
DR_121,TRIP_4926,2,6,3,0,79,0.62,87,1,1,0,28.76,4,0,50,98.38,Medium
DR_95,TRIP_4927,9,4,6,27,42,0.58,70,2,2,6,21.8,0,2,38,56.29,Low
DR_209,TRIP_4928,7,1,5,13,102,0.4,81,2,5,1,27.45,3,0,16,97.08,High
DR_265,TRIP_4929,0,7,3,22,106,0.39,84,1,4,1,6.17,1,2,54,50.07,Medium
DR_53,TRIP_4930,4,1,5,20,36,0.68,84,3,0,2,11.74,0,2,54,52.26,High
DR_185,TRIP_4931,4,7,1,39,45,0.37,77,0,4,3,25.4,1,3,23,74.14,High
DR_10,TRIP_4932,4,7,1,2,62,0.38,85,1,0,4,39.83,0,0,30,92.81,High
DR_8,TRIP_4933,0,6,4,18,5,0.77,85,2,5,0,18.02,4,1,11,90.29,Low
DR_299,TRIP_4934,3,4,2,15,50,0.49,86,3,2,2,10.9,0,1,18,63.54,Medium
DR_103,TRIP_4935,9,1,1,10,106,0.73,83,3,2,4,22.38,1,2,35,69.39,Medium
DR_283,TRIP_4936,10,4,3,24,77,0.73,73,0,0,4,7.96,0,2,59,93.9,Medium
DR_97,TRIP_4937,1,7,0,24,46,0.31,86,3,5,0,38.93,2,3,46,90.53,High
DR_52,TRIP_4938,3,1,6,40,63,0.79,80,2,2,5,33.89,4,2,60,51.94,High
DR_239,TRIP_4939,0,4,3,39,94,0.71,85,0,4,3,35.13,3,2,57,61.18,High
DR_243,TRIP_4940,8,0,3,36,31,0.34,78,1,3,5,28.76,0,2,21,81.46,High
DR_176,TRIP_4941,6,8,4,3,106,0.73,77,0,1,6,6.85,2,1,60,67.92,Low
DR_161,TRIP_4942,4,2,2,10,55,0.62,88,0,4,4,21.29,3,2,31,89.92,High
DR_89,TRIP_4943,0,2,3,21,2,0.35,91,2,1,2,27.44,2,0,58,68.58,Medium
DR_256,TRIP_4944,3,3,2,10,19,0.36,88,2,1,4,12.56,0,0,66,97.08,Medium
DR_159,TRIP_4945,8,7,6,0,110,0.12,73,2,1,1,7.61,1,3,19,98.93,High
DR_211,TRIP_4946,1,7,3,5,48,0.18,86,2,3,0,29.04,3,1,22,97.75,Medium
DR_133,TRIP_4947,4,4,4,12,56,0.43,83,3,1,3,15.82,1,3,63,54.61,Low
DR_83,TRIP_4948,2,2,0,22,94,0.85,91,2,1,6,19.65,4,0,45,83.72,Medium
DR_284,TRIP_4949,10,4,5,17,45,0.42,72,2,1,6,28.97,1,1,58,50.7,High
DR_286,TRIP_4950,1,3,5,26,0,0.55,85,2,2,2,20.37,3,3,70,74.15,Low
DR_179,TRIP_4951,0,3,3,22,82,0.67,89,2,4,1,23.21,4,3,55,53.44,Medium
DR_170,TRIP_4952,3,2,2,38,75,0.78,84,1,1,0,28.78,3,2,69,54.06,Low
DR_71,TRIP_4953,9,5,2,39,31,0.65,71,3,5,0,33.69,1,0,16,61.79,Low
DR_161,TRIP_4954,6,1,5,36,26,0.41,78,3,2,2,15.82,4,1,19,72.6,High
DR_269,TRIP_4955,3,1,4,2,2,0.83,90,0,2,5,20.05,4,0,54,63.07,Medium
DR_17,TRIP_4956,5,8,1,21,118,0.52,78,0,2,4,14.88,3,2,62,53.97,Low
DR_260,TRIP_4957,5,7,4,38,43,0.28,73,0,0,6,5.67,0,1,69,95.3,Low
DR_68,TRIP_4958,5,0,3,27,41,0.82,84,0,2,1,12.1,0,3,26,73.17,Medium
DR_184,TRIP_4959,6,4,0,21,28,0.24,82,2,0,4,18.85,4,2,49,64.14,Medium
DR_66,TRIP_4960,4,3,3,24,87,0.88,83,3,5,0,32.33,3,2,31,69.83,Low
DR_105,TRIP_4961,1,4,5,35,1,0.83,82,2,4,2,38.57,1,1,11,59.1,High
DR_133,TRIP_4962,3,6,6,3,44,0.31,82,1,2,2,37.88,1,1,43,95.22,Medium
DR_92,TRIP_4963,5,0,2,34,33,0.39,84,1,3,3,24.83,4,3,51,73.07,Medium
DR_55,TRIP_4964,5,8,3,6,85,0.46,79,1,5,1,30.89,3,3,25,55.64,Low
DR_61,TRIP_4965,7,7,1,37,18,0.38,73,0,2,1,38.16,3,0,25,54.17,High
DR_206,TRIP_4966,7,6,4,17,103,0.64,75,1,5,3,5.22,2,3,52,74.83,Low
DR_195,TRIP_4967,4,1,2,20,72,0.2,87,2,1,3,15.34,4,3,22,90.66,Low
DR_246,TRIP_4968,2,7,6,31,115,0.72,76,0,4,4,27.2,3,2,45,65.18,Medium
DR_83,TRIP_4969,8,6,4,38,21,0.86,69,1,1,0,22.93,2,3,56,75.12,High
DR_84,TRIP_4970,7,8,0,17,5,0.86,77,2,1,2,11.51,4,0,19,79.01,Medium
DR_105,TRIP_4971,3,5,6,18,108,0.75,80,3,4,1,24.91,0,0,13,96.93,High
DR_71,TRIP_4972,2,6,3,18,54,0.18,83,0,5,6,23.0,4,1,28,87.31,Low
DR_250,TRIP_4973,10,8,5,15,108,0.25,67,0,2,3,36.36,3,3,59,67.52,Medium
DR_131,TRIP_4974,1,2,1,13,119,0.13,93,2,5,0,20.7,1,1,41,88.4,Low
DR_151,TRIP_4975,10,5,4,22,53,0.2,71,3,3,3,22.19,2,2,43,55.57,Low
DR_63,TRIP_4976,2,2,5,36,18,0.73,82,0,5,2,15.86,0,1,30,88.97,High
DR_254,TRIP_4977,1,4,1,12,6,0.71,91,1,4,2,5.6,0,1,40,59.42,Low
DR_266,TRIP_4978,8,1,6,24,105,0.69,76,3,5,2,22.39,1,1,46,72.65,High
DR_248,TRIP_4979,5,5,6,26,79,0.52,75,1,3,3,12.03,0,0,57,52.86,High
DR_29,TRIP_4980,2,5,5,37,21,0.23,79,1,3,2,10.54,2,2,27,79.25,Medium
DR_187,TRIP_4981,6,2,0,0,87,0.73,89,3,4,3,29.13,2,0,25,63.64,High
DR_239,TRIP_4982,4,3,6,27,3,0.17,79,1,0,4,32.46,0,2,16,52.64,Low
DR_255,TRIP_4983,1,8,0,37,78,0.74,82,2,4,6,15.69,2,0,38,58.9,Low
DR_128,TRIP_4984,1,7,2,34,9,0.19,82,1,1,4,18.42,3,3,53,61.47,Low
DR_195,TRIP_4985,6,8,6,39,41,0.74,67,0,0,5,12.34,1,2,68,50.76,High
DR_107,TRIP_4986,10,4,0,35,5,0.84,74,2,2,2,12.73,1,1,68,90.03,Low
DR_205,TRIP_4987,10,3,4,34,71,0.18,71,1,2,0,31.88,3,2,58,63.72,Medium
DR_280,TRIP_4988,3,7,4,23,95,0.16,79,3,4,6,28.43,3,0,40,98.58,Low
DR_13,TRIP_4989,7,5,4,31,95,0.47,73,0,0,5,34.59,4,2,62,83.23,High
DR_300,TRIP_4990,9,6,0,17,70,0.68,76,2,5,2,15.35,0,3,70,63.36,High
DR_260,TRIP_4991,3,5,3,33,25,0.24,80,3,1,3,37.79,3,1,61,67.28,Low
DR_76,TRIP_4992,10,1,4,28,48,0.47,74,2,0,2,14.09,2,2,42,76.72,High
DR_143,TRIP_4993,5,4,1,23,26,0.36,82,2,1,3,17.42,1,3,32,54.64,Low
DR_198,TRIP_4994,0,1,1,39,59,0.81,90,1,0,4,36.01,2,3,67,71.82,Low
DR_5,TRIP_4995,7,0,1,12,99,0.16,86,1,2,5,37.07,1,1,64,59.73,Medium
DR_30,TRIP_4996,4,3,2,24,76,0.69,84,3,0,1,31.05,2,1,35,70.79,High
DR_289,TRIP_4997,1,6,2,0,47,0.6,90,1,4,4,26.32,1,3,25,96.27,Low
DR_237,TRIP_4998,6,1,2,38,33,0.45,80,2,4,3,26.3,3,0,50,80.16,High
DR_155,TRIP_4999,0,2,5,23,22,0.62,88,0,3,4,10.29,3,3,28,97.76,Medium
DR_53,TRIP_5000,7,0,3,18,62,0.52,83,2,1,1,13.65,4,3,41,92.45,High
DR_32,TRIP_5001,6,5,0,0,31,0.3,85,0,1,0,25.45,2,2,46,81.11,High
DR_161,TRIP_5002,5,3,6,31,9,0.44,77,1,3,2,9.94,2,2,32,81.6,High
DR_12,TRIP_5003,3,0,0,38,10,0.25,88,1,1,2,8.97,2,0,27,53.34,Medium
DR_180,TRIP_5004,4,6,5,10,51,0.79,80,1,0,5,30.59,2,1,42,61.08,High
DR_43,TRIP_5005,2,0,4,34,50,0.69,86,0,5,1,16.96,2,0,61,95.97,High
DR_44,TRIP_5006,10,3,0,8,15,0.44,80,3,5,1,31.41,0,0,52,76.48,Low
DR_248,TRIP_5007,9,2,2,33,89,0.75,76,3,5,5,8.61,0,2,60,88.82,Medium
DR_236,TRIP_5008,2,0,1,1,46,0.16,96,3,3,5,33.58,2,2,43,65.5,Medium
DR_71,TRIP_5009,4,6,2,21,104,0.43,81,0,5,5,18.54,0,1,26,92.26,Medium
DR_240,TRIP_5010,0,0,2,27,9,0.49,93,3,5,4,5.39,2,0,61,97.3,Low
DR_29,TRIP_5011,9,2,5,37,74,0.81,72,1,2,1,16.21,2,3,64,83.11,Low
DR_139,TRIP_5012,5,4,6,37,72,0.7,74,3,5,3,9.95,4,0,51,91.66,Low
DR_126,TRIP_5013,5,5,2,40,27,0.26,77,2,3,5,19.74,3,1,43,74.83,High
DR_199,TRIP_5014,2,1,4,21,70,0.66,88,1,4,0,9.68,0,3,66,66.53,Medium
DR_270,TRIP_5015,9,7,0,16,22,0.64,75,2,2,6,14.14,1,3,66,83.49,High
DR_77,TRIP_5016,3,3,5,32,68,0.43,80,1,1,5,20.89,0,2,13,85.97,Medium
DR_221,TRIP_5017,1,8,2,30,57,0.54,81,2,0,4,19.14,4,1,34,73.76,Low
DR_276,TRIP_5018,2,3,6,5,72,0.41,86,1,3,4,26.89,1,2,24,74.89,High
DR_30,TRIP_5019,4,5,1,13,0,0.35,85,3,4,4,6.05,0,2,61,61.64,Medium
DR_129,TRIP_5020,5,0,4,36,5,0.26,81,3,5,5,35.81,3,3,44,70.24,Low
DR_120,TRIP_5021,10,7,3,39,60,0.41,66,2,4,4,31.07,2,3,28,85.35,Low
DR_192,TRIP_5022,1,1,2,2,4,0.9,95,1,2,4,19.41,0,0,66,73.0,Low
DR_163,TRIP_5023,5,0,0,6,48,0.71,92,1,2,1,35.78,4,3,45,53.07,Low
DR_139,TRIP_5024,5,8,1,16,113,0.6,79,1,2,4,16.25,1,3,38,80.51,Medium
DR_113,TRIP_5025,7,8,2,29,76,0.19,72,2,2,2,32.83,1,1,29,68.36,High
DR_104,TRIP_5026,8,2,2,19,108,0.81,80,0,1,6,19.52,3,3,33,54.09,Medium
DR_119,TRIP_5027,0,5,0,9,42,0.76,93,2,0,5,20.33,1,1,16,56.87,Low
DR_150,TRIP_5028,4,7,2,19,106,0.71,80,3,4,4,37.81,2,3,18,56.64,Low
DR_33,TRIP_5029,5,6,6,21,24,0.58,75,2,1,2,38.85,2,0,55,58.38,High
DR_62,TRIP_5030,9,1,5,6,13,0.5,79,2,2,0,33.91,2,1,59,78.42,High
DR_237,TRIP_5031,9,4,6,18,28,0.39,72,1,1,1,20.27,3,2,49,62.92,Medium
DR_6,TRIP_5032,10,1,6,36,49,0.72,70,2,2,5,31.69,0,1,47,76.87,Medium
DR_234,TRIP_5033,0,1,6,34,16,0.72,86,1,0,0,8.51,1,1,69,67.88,High
DR_94,TRIP_5034,6,6,0,22,62,0.1,80,2,4,4,34.07,4,2,45,68.38,Medium
DR_50,TRIP_5035,7,6,2,31,43,0.7,74,3,5,6,10.58,1,3,30,84.25,Medium
DR_289,TRIP_5036,8,1,5,40,80,0.26,74,3,5,4,6.18,3,3,21,85.0,High
DR_71,TRIP_5037,4,0,4,1,23,0.57,90,0,2,1,11.59,0,3,46,58.6,Medium
DR_27,TRIP_5038,7,0,5,22,41,0.81,80,2,4,4,25.76,2,1,27,92.66,Medium
DR_105,TRIP_5039,2,0,5,24,22,0.37,87,0,3,5,17.99,3,0,41,96.84,Medium
DR_154,TRIP_5040,0,4,0,33,55,0.8,89,3,0,6,29.05,0,3,52,66.92,High
DR_113,TRIP_5041,10,3,5,32,78,0.85,70,2,1,1,12.04,1,0,50,61.8,Low
DR_21,TRIP_5042,1,4,0,3,51,0.3,94,0,3,1,18.08,3,2,47,80.51,Medium
DR_73,TRIP_5043,2,7,3,11,106,0.13,84,3,0,3,7.24,0,0,21,99.74,Low
DR_175,TRIP_5044,1,4,1,8,41,0.34,91,0,3,2,8.81,1,0,28,75.65,High
DR_197,TRIP_5045,2,0,3,12,33,0.49,92,1,1,6,8.67,1,1,63,85.66,Low
DR_284,TRIP_5046,8,4,2,1,105,0.65,81,0,0,5,35.9,2,2,68,86.05,Low
DR_63,TRIP_5047,1,3,6,26,105,0.81,84,3,0,4,32.34,0,1,50,84.52,Medium
DR_193,TRIP_5048,9,0,4,19,55,0.31,79,2,4,0,19.52,1,1,14,97.95,Medium
DR_6,TRIP_5049,6,4,1,31,36,0.18,79,0,0,6,38.8,1,0,52,95.55,High
DR_112,TRIP_5050,2,5,4,39,60,0.41,79,3,3,1,29.23,3,2,66,74.66,Medium
DR_291,TRIP_5051,9,6,2,23,68,0.39,73,3,1,4,14.26,0,3,13,99.81,Medium
DR_223,TRIP_5052,1,6,2,3,80,0.32,89,3,5,6,21.85,2,0,28,75.25,High
DR_115,TRIP_5053,8,3,6,26,98,0.58,73,1,4,2,18.08,4,3,17,80.35,High
DR_149,TRIP_5054,2,5,0,36,72,0.7,84,2,1,0,33.73,4,3,48,88.04,Low
DR_201,TRIP_5055,6,2,2,14,53,0.25,84,0,1,6,9.77,2,2,25,73.13,Low
DR_174,TRIP_5056,8,0,5,0,66,0.16,83,0,0,4,11.49,3,2,66,84.44,High
DR_75,TRIP_5057,4,8,3,25,94,0.65,77,1,1,1,12.6,0,3,70,89.57,Low
DR_282,TRIP_5058,2,7,0,20,36,0.74,85,2,0,5,23.07,4,2,50,77.41,Medium
DR_133,TRIP_5059,7,7,4,23,36,0.83,73,2,2,1,29.83,0,2,40,56.51,High
DR_98,TRIP_5060,1,7,2,17,97,0.5,85,1,1,6,22.04,4,3,13,98.96,Medium
DR_68,TRIP_5061,10,0,4,27,11,0.52,76,2,2,2,19.43,1,1,49,50.23,High
DR_144,TRIP_5062,4,0,1,35,115,0.19,86,3,0,0,38.05,2,3,18,60.17,High
DR_294,TRIP_5063,5,4,0,8,34,0.82,87,0,1,6,39.58,4,2,38,88.99,Low
DR_20,TRIP_5064,9,5,6,25,63,0.58,69,1,3,0,18.35,1,0,48,50.71,Low
DR_244,TRIP_5065,0,1,3,1,44,0.77,96,2,0,0,10.33,3,0,61,97.2,High
DR_16,TRIP_5066,8,1,1,37,102,0.14,79,2,1,4,10.66,3,1,47,58.42,High
DR_203,TRIP_5067,6,3,5,1,21,0.53,82,2,5,3,30.74,3,2,11,90.13,Low
DR_257,TRIP_5068,6,8,0,8,57,0.55,80,0,5,0,5.6,3,0,60,58.69,High
DR_152,TRIP_5069,3,6,1,0,111,0.45,88,1,2,5,27.46,2,2,30,64.2,Medium
DR_108,TRIP_5070,6,7,3,38,11,0.67,72,3,3,6,6.37,4,1,13,61.1,Low
DR_290,TRIP_5071,0,5,4,33,77,0.7,83,0,1,4,12.34,3,3,62,94.28,High
DR_77,TRIP_5072,5,0,1,14,17,0.34,89,2,1,3,14.8,4,0,24,97.59,High
DR_103,TRIP_5073,10,5,0,6,24,0.43,78,0,2,1,8.2,2,3,45,84.22,Low
DR_173,TRIP_5074,10,7,1,26,14,0.8,71,1,4,4,39.81,2,3,63,64.16,High
DR_17,TRIP_5075,2,1,5,21,63,0.23,87,3,2,3,36.97,1,3,52,73.91,Low
DR_291,TRIP_5076,1,3,1,40,49,0.51,86,0,5,6,5.36,3,2,27,88.13,Medium
DR_131,TRIP_5077,0,3,4,37,72,0.64,85,3,5,1,7.58,3,2,19,57.48,Medium
DR_73,TRIP_5078,10,8,5,10,79,0.9,68,2,0,2,9.35,1,0,49,74.92,High
DR_257,TRIP_5079,0,6,0,34,18,0.83,86,3,5,6,23.79,3,1,61,85.38,Low
DR_296,TRIP_5080,9,3,4,17,113,0.28,76,1,1,3,24.51,2,1,30,58.47,Low
DR_54,TRIP_5081,2,1,2,40,96,0.68,86,2,0,6,13.61,0,0,28,70.97,High
DR_199,TRIP_5082,4,4,6,22,21,0.27,79,3,0,4,34.97,1,3,19,75.21,High
DR_91,TRIP_5083,8,4,3,35,62,0.78,73,1,1,5,23.62,3,1,15,99.77,Medium
DR_240,TRIP_5084,4,6,5,34,24,0.26,75,3,3,5,13.23,3,3,56,63.51,Medium
DR_255,TRIP_5085,2,8,4,22,11,0.65,79,0,3,5,13.35,2,3,42,72.37,High
DR_230,TRIP_5086,3,8,0,35,102,0.62,79,0,0,2,20.43,4,0,41,55.6,Low
DR_28,TRIP_5087,8,5,3,1,54,0.58,79,2,2,4,39.35,3,1,19,94.99,Medium
DR_66,TRIP_5088,10,5,5,32,3,0.55,68,2,0,1,32.67,3,0,62,79.15,Medium
DR_298,TRIP_5089,0,1,6,3,118,0.72,92,1,5,4,34.77,0,1,18,77.64,Medium
DR_288,TRIP_5090,9,4,1,35,33,0.65,74,1,0,6,35.26,2,1,56,65.69,Medium
DR_62,TRIP_5091,2,2,4,2,107,0.23,90,0,5,0,22.64,4,0,30,87.81,High
DR_146,TRIP_5092,0,1,1,15,93,0.23,95,2,2,4,18.19,0,3,57,51.42,Low
DR_92,TRIP_5093,3,4,0,6,100,0.66,90,1,4,0,25.02,4,3,20,89.09,Medium
DR_86,TRIP_5094,5,8,6,15,70,0.47,74,0,0,0,27.4,4,1,11,75.17,High
DR_40,TRIP_5095,5,8,4,21,48,0.39,75,0,1,6,36.86,4,2,50,58.6,High
DR_105,TRIP_5096,9,1,1,31,38,0.48,78,3,1,5,35.82,1,0,61,92.7,High
DR_82,TRIP_5097,2,0,0,22,14,0.71,93,3,5,1,25.04,1,2,47,96.27,Low
DR_218,TRIP_5098,4,3,0,33,9,0.47,84,2,3,5,39.7,3,2,67,79.98,Medium
DR_19,TRIP_5099,9,2,4,31,110,0.64,74,0,2,0,17.86,1,2,17,79.89,Medium
DR_118,TRIP_5100,9,0,0,21,88,0.32,83,3,5,2,22.56,3,2,54,74.44,High
DR_115,TRIP_5101,0,7,4,11,106,0.83,85,3,2,1,14.43,1,3,53,51.91,Low
DR_147,TRIP_5102,2,7,1,27,82,0.58,83,2,3,3,9.98,4,3,35,74.12,Low
DR_275,TRIP_5103,3,7,2,36,43,0.53,78,0,2,1,35.92,4,2,52,66.53,Low
DR_178,TRIP_5104,3,8,0,15,51,0.57,83,3,5,5,22.4,1,3,30,61.67,High
DR_230,TRIP_5105,9,8,4,33,5,0.23,66,2,0,3,8.39,4,1,66,57.68,Low
DR_193,TRIP_5106,0,6,4,30,41,0.59,83,0,0,6,36.16,0,2,17,61.64,Low
DR_160,TRIP_5107,2,5,3,13,0,0.89,86,1,0,0,27.6,2,3,10,61.45,Medium
DR_65,TRIP_5108,1,3,6,3,56,0.42,88,2,5,2,29.14,3,2,15,95.66,Medium
DR_80,TRIP_5109,6,6,4,22,119,0.86,75,0,3,2,14.13,3,1,55,59.65,Low
DR_281,TRIP_5110,4,5,1,3,45,0.17,87,1,5,4,13.43,4,0,38,76.55,High
DR_107,TRIP_5111,2,6,4,13,99,0.47,83,3,5,5,10.77,1,3,32,90.6,Low
DR_283,TRIP_5112,8,3,4,9,86,0.52,79,2,4,0,9.81,0,0,65,65.99,High
DR_68,TRIP_5113,10,6,1,24,119,0.29,72,0,0,1,34.3,2,1,59,71.52,Low
DR_105,TRIP_5114,7,4,3,16,17,0.13,79,2,1,1,13.29,3,1,20,85.46,Low
DR_276,TRIP_5115,0,2,5,18,90,0.46,89,1,4,0,21.01,1,3,26,95.31,Medium
DR_237,TRIP_5116,7,5,0,16,39,0.24,81,0,3,3,39.21,1,3,24,90.63,Medium
DR_233,TRIP_5117,1,0,6,39,90,0.56,85,3,1,5,10.58,4,1,47,56.42,Low
DR_207,TRIP_5118,4,3,5,19,78,0.15,82,3,5,4,22.07,1,3,29,80.74,Medium
DR_82,TRIP_5119,6,6,3,23,83,0.75,76,2,2,3,8.03,0,3,43,86.71,Medium
DR_194,TRIP_5120,1,6,3,8,11,0.52,87,3,5,3,8.71,0,3,30,89.64,Low
DR_70,TRIP_5121,5,2,1,29,30,0.54,84,3,5,0,29.74,0,3,32,52.27,Medium
DR_36,TRIP_5122,7,5,4,23,68,0.12,75,0,5,2,14.7,0,1,20,84.4,High
DR_232,TRIP_5123,1,7,0,9,5,0.76,89,2,5,0,20.65,4,0,34,52.41,High
DR_267,TRIP_5124,5,2,6,20,106,0.36,80,1,4,5,29.74,4,1,66,88.94,High
DR_175,TRIP_5125,3,0,4,26,86,0.39,86,1,2,0,8.52,3,2,26,73.46,High
DR_134,TRIP_5126,2,8,3,32,37,0.42,78,2,4,6,7.33,3,0,14,64.98,High
DR_56,TRIP_5127,0,3,0,12,47,0.43,94,2,4,6,37.68,3,3,61,60.51,Medium
DR_177,TRIP_5128,9,2,2,23,2,0.12,78,2,3,0,17.88,4,2,48,89.3,High
DR_66,TRIP_5129,1,3,3,25,120,0.79,87,3,1,2,10.06,1,1,61,73.89,High
DR_184,TRIP_5130,0,5,4,3,87,0.22,89,3,3,6,21.43,2,3,62,94.13,Medium
DR_45,TRIP_5131,4,1,2,30,41,0.7,85,1,0,5,39.49,0,0,34,76.11,Low
DR_7,TRIP_5132,2,1,2,11,24,0.54,92,2,1,6,28.38,0,2,68,67.77,Medium
DR_90,TRIP_5133,0,7,2,33,47,0.34,83,1,0,3,8.75,0,3,52,57.29,Medium
DR_264,TRIP_5134,1,5,3,15,95,0.49,87,2,4,4,17.45,4,2,44,68.07,Low
DR_46,TRIP_5135,10,7,2,20,110,0.52,71,1,4,6,23.55,3,1,25,76.2,Low
DR_278,TRIP_5136,5,7,4,19,35,0.12,76,3,1,2,19.9,1,0,21,93.55,Low
DR_206,TRIP_5137,9,8,4,25,50,0.41,68,2,1,6,7.3,1,2,21,54.94,Low
DR_131,TRIP_5138,0,0,1,39,86,0.58,92,1,3,6,38.15,3,1,65,89.79,Low
DR_26,TRIP_5139,5,1,2,19,24,0.57,86,1,2,0,13.26,1,1,25,98.97,Medium
